accession,localization
Q8NBS9,ER
Q8NBS9,ER
Q8NBS9,ER
Q8NBS9,ER
Q8NBS9,ER
Q8NBS9,ER
Q92575,ER
Q92575,ER
Q92575,ER
Q92575,ER
Q92575,ER
Q92575,ER
Q9NYU2,ER
Q9NYU2,ER
Q9NYU2,ER
Q9NYU2,ER
Q9NYU2,ER
Q9NYU2,ER
O95292,ER
O95292,ER
O95292,ER
O95292,ER
O95292,ER
O95292,ER
O15155,Ergic/cisGolgi 
O15155,Ergic/cisGolgi 
O15155,Ergic/cisGolgi 
O15155,Ergic/cisGolgi 
O15155,Ergic/cisGolgi 
O15155,Ergic/cisGolgi 
Q969X5,Ergic/cisGolgi 
Q969X5,Ergic/cisGolgi 
Q969X5,Ergic/cisGolgi 
Q969X5,Ergic/cisGolgi 
Q969X5,Ergic/cisGolgi 
Q969X5,Ergic/cisGolgi 
Q96RQ1,Ergic/cisGolgi 
Q96RQ1,Ergic/cisGolgi 
Q96RQ1,Ergic/cisGolgi 
Q96RQ1,Ergic/cisGolgi 
Q96RQ1,Ergic/cisGolgi 
Q96RQ1,Ergic/cisGolgi 
Q9Y282,Ergic/cisGolgi 
Q9Y282,Ergic/cisGolgi 
Q9Y282,Ergic/cisGolgi 
Q9Y282,Ergic/cisGolgi 
Q9Y282,Ergic/cisGolgi 
Q9Y282,Ergic/cisGolgi 
Q9BS26,Ergic/cisGolgi 
Q9BS26,Ergic/cisGolgi 
Q9BS26,Ergic/cisGolgi 
Q9BS26,Ergic/cisGolgi 
Q9BS26,Ergic/cisGolgi 
Q9BS26,Ergic/cisGolgi 
Q9Y3E0,Ergic/cisGolgi 
Q9Y3E0,Ergic/cisGolgi 
Q9Y3E0,Ergic/cisGolgi 
Q9Y3E0,Ergic/cisGolgi 
Q9Y3E0,Ergic/cisGolgi 
O14653,Ergic/cisGolgi 
O14653,Ergic/cisGolgi 
O14653,Ergic/cisGolgi 
O14653,Ergic/cisGolgi 
O14653,Ergic/cisGolgi 
O14653,Ergic/cisGolgi 
P24390,Ergic/cisGolgi 
P24390,Ergic/cisGolgi 
P24390,Ergic/cisGolgi 
P24390,Ergic/cisGolgi 
P24390,Ergic/cisGolgi 
P49257,Ergic/cisGolgi 
P49257,Ergic/cisGolgi 
P49257,Ergic/cisGolgi 
P49257,Ergic/cisGolgi 
P49257,Ergic/cisGolgi 
P49257,Ergic/cisGolgi 
Q12907,Ergic/cisGolgi 
Q12907,Ergic/cisGolgi 
Q12907,Ergic/cisGolgi 
Q12907,Ergic/cisGolgi 
Q12907,Ergic/cisGolgi 
Q12907,Ergic/cisGolgi 
Q9H0V9,Ergic/cisGolgi 
Q9H0V9,Ergic/cisGolgi 
Q9H0V9,Ergic/cisGolgi 
Q9H0V9,Ergic/cisGolgi 
Q9H0V9,Ergic/cisGolgi 
Q9H0V9,Ergic/cisGolgi 
P61019,Ergic/cisGolgi 
P61019,Ergic/cisGolgi 
P61019,Ergic/cisGolgi 
P61019,Ergic/cisGolgi 
P61019,Ergic/cisGolgi 
P61019,Ergic/cisGolgi 
O15258,Ergic/cisGolgi 
O15258,Ergic/cisGolgi 
O15258,Ergic/cisGolgi 
O15258,Ergic/cisGolgi 
O15258,Ergic/cisGolgi 
Q13190,Ergic/cisGolgi 
Q13190,Ergic/cisGolgi 
Q13190,Ergic/cisGolgi 
Q13190,Ergic/cisGolgi 
Q13190,Ergic/cisGolgi 
Q13190,Ergic/cisGolgi 
O15260,Ergic/cisGolgi 
O15260,Ergic/cisGolgi 
O15260,Ergic/cisGolgi 
O15260,Ergic/cisGolgi 
O15260,Ergic/cisGolgi 
O15260,Ergic/cisGolgi 
Q13445,Ergic/cisGolgi 
Q13445,Ergic/cisGolgi 
Q13445,Ergic/cisGolgi 
Q13445,Ergic/cisGolgi 
Q13445,Ergic/cisGolgi 
Q13445,Ergic/cisGolgi 
P49755,Ergic/cisGolgi 
P49755,Ergic/cisGolgi 
P49755,Ergic/cisGolgi 
P49755,Ergic/cisGolgi 
P49755,Ergic/cisGolgi 
P49755,Ergic/cisGolgi 
Q15363,Ergic/cisGolgi 
Q15363,Ergic/cisGolgi 
Q15363,Ergic/cisGolgi 
Q15363,Ergic/cisGolgi 
Q15363,Ergic/cisGolgi 
Q15363,Ergic/cisGolgi 
Q9Y3Q3,Ergic/cisGolgi 
Q9Y3Q3,Ergic/cisGolgi 
Q9Y3Q3,Ergic/cisGolgi 
Q9Y3Q3,Ergic/cisGolgi 
Q9Y3Q3,Ergic/cisGolgi 
Q9Y3Q3,Ergic/cisGolgi 
Q7Z7H5,Ergic/cisGolgi 
Q7Z7H5,Ergic/cisGolgi 
Q7Z7H5,Ergic/cisGolgi 
Q7Z7H5,Ergic/cisGolgi 
Q7Z7H5,Ergic/cisGolgi 
Q7Z7H5,Ergic/cisGolgi 
Q9Y3A6,Ergic/cisGolgi 
Q9Y3A6,Ergic/cisGolgi 
Q9Y3A6,Ergic/cisGolgi 
Q9Y3A6,Ergic/cisGolgi 
Q9Y3A6,Ergic/cisGolgi 
Q9Y3A6,Ergic/cisGolgi 
Q9Y3B3,Ergic/cisGolgi 
Q9Y3B3,Ergic/cisGolgi 
Q9Y3B3,Ergic/cisGolgi 
Q9Y3B3,Ergic/cisGolgi 
Q9Y3B3,Ergic/cisGolgi 
Q9Y3B3,Ergic/cisGolgi 
Q9BVK6,Ergic/cisGolgi 
Q9BVK6,Ergic/cisGolgi 
Q9BVK6,Ergic/cisGolgi 
Q9BVK6,Ergic/cisGolgi 
Q9BVK6,Ergic/cisGolgi 
Q9BVK6,Ergic/cisGolgi 
Q969M3,Ergic/cisGolgi 
Q969M3,Ergic/cisGolgi 
Q969M3,Ergic/cisGolgi 
Q969M3,Ergic/cisGolgi 
Q969M3,Ergic/cisGolgi 
Q969M3,Ergic/cisGolgi 
P84077,Golgi 
P84077,Golgi 
P84077,Golgi 
P84077,Golgi 
P84077,Golgi 
P84077,Golgi 
P40616,Golgi 
P40616,Golgi 
O94766,Golgi 
O60513,Golgi 
O75063,Golgi 
O75063,Golgi 
O75063,Golgi 
O75063,Golgi 
O75063,Golgi 
O75063,Golgi 
Q10472,Golgi 
Q10472,Golgi 
Q10472,Golgi 
Q10472,Golgi 
Q10472,Golgi 
Q10471,Golgi 
Q10471,Golgi 
Q10471,Golgi 
Q10471,Golgi 
Q10471,Golgi 
Q10471,Golgi 
Q8NCL4,Golgi 
Q8NCL4,Golgi 
Q8NCL4,Golgi 
Q8NCL4,Golgi 
Q8NCL4,Golgi 
Q8NCL4,Golgi 
Q86SF2,Golgi 
Q86SF2,Golgi 
Q86SF2,Golgi 
Q86SF2,Golgi 
Q86SF2,Golgi 
Q86SF2,Golgi 
Q8IWJ2,Golgi 
Q8IWJ2,Golgi 
Q8IWJ2,Golgi 
Q8IWJ2,Golgi 
Q8IWJ2,Golgi 
Q08379,Golgi 
Q08379,Golgi 
Q08379,Golgi 
Q08379,Golgi 
Q08379,Golgi 
Q08379,Golgi 
Q08378,Golgi 
Q08378,Golgi 
Q13439,Golgi 
Q13439,Golgi 
Q13439,Golgi 
Q13439,Golgi 
Q13439,Golgi 
Q13439,Golgi 
Q8TBA6,Golgi 
Q14789-2,Golgi 
Q14789-2,Golgi 
Q14789-2,Golgi 
Q14789-2,Golgi 
Q14789-2,Golgi 
Q14789-2,Golgi 
O00461,Golgi 
O00461,Golgi 
O00461,Golgi 
O00461,Golgi 
O00461,Golgi 
O00461,Golgi 
Q8NBJ4,Golgi 
Q8NBJ4,Golgi 
Q8NBJ4,Golgi 
Q8NBJ4,Golgi 
Q8NBJ4,Golgi 
Q8NBJ4,Golgi 
Q9H8Y8,Golgi 
Q9H8Y8,Golgi 
Q9H8Y8,Golgi 
Q9H8Y8,Golgi 
Q9H8Y8,Golgi 
Q9H8Y8,Golgi 
O95249,Golgi 
O95249,Golgi 
O95249,Golgi 
O95249,Golgi 
O95249,Golgi 
O95249,Golgi 
Q7LGA3,Golgi 
Q16706,Golgi 
Q16706,Golgi 
Q16706,Golgi 
Q16706,Golgi 
Q16706,Golgi 
Q16706,Golgi 
Q9BRK5,Golgi 
Q9BRK5,Golgi 
Q9BRK5,Golgi 
Q9BRK5,Golgi 
Q9BRK5,Golgi 
Q9BRK5,Golgi 
Q8TB61,Golgi 
Q8TB61,Golgi 
Q8TB61,Golgi 
Q8TB61,Golgi 
Q8TB61,Golgi 
Q8TB61,Golgi 
Q15643,Golgi 
Q15643,Golgi 
Q15643,Golgi 
Q15643,Golgi 
Q15643,Golgi 
Q15643,Golgi 
Q15019,Large Protein Complex 
Q15019,Large Protein Complex 
Q15019,Large Protein Complex 
Q14141,Large Protein Complex 
Q14141,Large Protein Complex 
Q14141,Large Protein Complex 
Q92599,Large Protein Complex 
Q92599,Large Protein Complex 
Q92599,Large Protein Complex 
Q9UHD8,Large Protein Complex 
Q9UHD8,Large Protein Complex 
Q9UHD8,Large Protein Complex 
Q9P0V9,Large Protein Complex 
Q9P0V9,Large Protein Complex 
Q9P0V9,Large Protein Complex 
Q9NVA2,Large Protein Complex 
Q9NVA2,Large Protein Complex 
Q9NVA2,Large Protein Complex 
P35573,Large Protein Complex 
P35573,Large Protein Complex 
P35573,Large Protein Complex 
P35573,Large Protein Complex 
P35573,Large Protein Complex 
P35573,Large Protein Complex 
Q12904,Large Protein Complex 
Q12904,Large Protein Complex 
Q12904,Large Protein Complex 
Q12904,Large Protein Complex 
Q12904,Large Protein Complex 
Q12904,Large Protein Complex 
Q13155,Large Protein Complex 
Q13155,Large Protein Complex 
Q13155,Large Protein Complex 
Q13155,Large Protein Complex 
Q13155,Large Protein Complex 
Q13155,Large Protein Complex 
Q10567-3,Large Protein Complex 
Q10567-3,Large Protein Complex 
Q10567-3,Large Protein Complex 
Q10567-3,Large Protein Complex 
Q10567-3,Large Protein Complex 
Q10567-3,Large Protein Complex 
O43747,Large Protein Complex 
O43747,Large Protein Complex 
O43747,Large Protein Complex 
O43747,Large Protein Complex 
O43747,Large Protein Complex 
O43747,Large Protein Complex 
Q9BXS5,Large Protein Complex 
Q9BXS5,Large Protein Complex 
Q9BXS5,Large Protein Complex 
Q9BXS5,Large Protein Complex 
Q9BXS5,Large Protein Complex 
Q9BXS5,Large Protein Complex 
P61966,Large Protein Complex 
P61966,Large Protein Complex 
P61966,Large Protein Complex 
P61966,Large Protein Complex 
P61966,Large Protein Complex 
P61966,Large Protein Complex 
P48444,Large Protein Complex 
P48444,Large Protein Complex 
P48444,Large Protein Complex 
P48444,Large Protein Complex 
P48444,Large Protein Complex 
P48444,Large Protein Complex 
Q92747,Large Protein Complex 
Q92747,Large Protein Complex 
Q92747,Large Protein Complex 
Q92747,Large Protein Complex 
Q92747,Large Protein Complex 
Q92747,Large Protein Complex 
O15143,Large Protein Complex 
O15143,Large Protein Complex 
O15143,Large Protein Complex 
O15143,Large Protein Complex 
O15143,Large Protein Complex 
O15143,Large Protein Complex 
O15144,Large Protein Complex 
O15144,Large Protein Complex 
O15144,Large Protein Complex 
O15144,Large Protein Complex 
O15144,Large Protein Complex 
O15144,Large Protein Complex 
O15145,Large Protein Complex 
O15145,Large Protein Complex 
O15145,Large Protein Complex 
O15145,Large Protein Complex 
O15145,Large Protein Complex 
O15145,Large Protein Complex 
P59998,Large Protein Complex 
P59998,Large Protein Complex 
P59998,Large Protein Complex 
P59998,Large Protein Complex 
P59998,Large Protein Complex 
P59998,Large Protein Complex 
O15511,Large Protein Complex 
O15511,Large Protein Complex 
O15511,Large Protein Complex 
O15511,Large Protein Complex 
O15511,Large Protein Complex 
O15511,Large Protein Complex 
Q9BPX5,Large Protein Complex 
Q9BPX5,Large Protein Complex 
Q9BPX5,Large Protein Complex 
Q9BPX5,Large Protein Complex 
Q9BPX5,Large Protein Complex 
Q9BPX5,Large Protein Complex 
P78371,Large Protein Complex 
P78371,Large Protein Complex 
P78371,Large Protein Complex 
P78371,Large Protein Complex 
P78371,Large Protein Complex 
P78371,Large Protein Complex 
P49368,Large Protein Complex 
P49368,Large Protein Complex 
P49368,Large Protein Complex 
P49368,Large Protein Complex 
P49368,Large Protein Complex 
P49368,Large Protein Complex 
P50991,Large Protein Complex 
P50991,Large Protein Complex 
P50991,Large Protein Complex 
P50991,Large Protein Complex 
P50991,Large Protein Complex 
P50991,Large Protein Complex 
P48643,Large Protein Complex 
P48643,Large Protein Complex 
P48643,Large Protein Complex 
P48643,Large Protein Complex 
P48643,Large Protein Complex 
P48643,Large Protein Complex 
P40227,Large Protein Complex 
P40227,Large Protein Complex 
P40227,Large Protein Complex 
P40227,Large Protein Complex 
P40227,Large Protein Complex 
P40227,Large Protein Complex 
Q99832,Large Protein Complex 
Q99832,Large Protein Complex 
Q99832,Large Protein Complex 
Q99832,Large Protein Complex 
Q99832,Large Protein Complex 
Q99832,Large Protein Complex 
P50990,Large Protein Complex 
P50990,Large Protein Complex 
P50990,Large Protein Complex 
P50990,Large Protein Complex 
P50990,Large Protein Complex 
P50990,Large Protein Complex 
P09496-2,Large Protein Complex 
P09496-2,Large Protein Complex 
P09496-2,Large Protein Complex 
P09496-2,Large Protein Complex 
P09496-2,Large Protein Complex 
P09496-2,Large Protein Complex 
P09497-2,Large Protein Complex 
P09497-2,Large Protein Complex 
P09497-2,Large Protein Complex 
P09497-2,Large Protein Complex 
P09497-2,Large Protein Complex 
P09497-2,Large Protein Complex 
A5YKK6,Large Protein Complex 
A5YKK6,Large Protein Complex 
A5YKK6,Large Protein Complex 
A5YKK6,Large Protein Complex 
A5YKK6,Large Protein Complex 
A5YKK6,Large Protein Complex 
Q9H9A5,Large Protein Complex 
Q9H9A5,Large Protein Complex 
Q9H9A5,Large Protein Complex 
Q9H9A5,Large Protein Complex 
Q9H9A5,Large Protein Complex 
Q9H9A5,Large Protein Complex 
Q9UKZ1,Large Protein Complex 
Q9UKZ1,Large Protein Complex 
Q9UKZ1,Large Protein Complex 
Q9UKZ1,Large Protein Complex 
Q9UKZ1,Large Protein Complex 
Q9UKZ1,Large Protein Complex 
Q9NZN8,Large Protein Complex 
Q9NZN8,Large Protein Complex 
Q9NZN8,Large Protein Complex 
Q9NZN8,Large Protein Complex 
Q9NZN8,Large Protein Complex 
Q9NZN8,Large Protein Complex 
O75175,Large Protein Complex 
O75175,Large Protein Complex 
O75175,Large Protein Complex 
O75175,Large Protein Complex 
O75175,Large Protein Complex 
O75175,Large Protein Complex 
Q96LI5,Large Protein Complex 
Q96LI5,Large Protein Complex 
Q9UIV1,Large Protein Complex 
Q9UIV1,Large Protein Complex 
Q9UIV1,Large Protein Complex 
Q9UIV1,Large Protein Complex 
Q9UIV1,Large Protein Complex 
Q9UFF9,Large Protein Complex 
Q9UFF9,Large Protein Complex 
P53621,Large Protein Complex 
P53621,Large Protein Complex 
P53621,Large Protein Complex 
P53621,Large Protein Complex 
P53621,Large Protein Complex 
P53621,Large Protein Complex 
P53618,Large Protein Complex 
P53618,Large Protein Complex 
P53618,Large Protein Complex 
P53618,Large Protein Complex 
P53618,Large Protein Complex 
P53618,Large Protein Complex 
P35606,Large Protein Complex 
P35606,Large Protein Complex 
P35606,Large Protein Complex 
P35606,Large Protein Complex 
P35606,Large Protein Complex 
P35606,Large Protein Complex 
O14579,Large Protein Complex 
O14579,Large Protein Complex 
O14579,Large Protein Complex 
O14579,Large Protein Complex 
O14579,Large Protein Complex 
O14579,Large Protein Complex 
Q9Y678,Large Protein Complex 
Q9Y678,Large Protein Complex 
Q9Y678,Large Protein Complex 
Q9Y678,Large Protein Complex 
Q9Y678,Large Protein Complex 
Q9Y678,Large Protein Complex 
Q9UBF2,Large Protein Complex 
Q9UBF2,Large Protein Complex 
Q9UBF2,Large Protein Complex 
Q9UBF2,Large Protein Complex 
Q9UBF2,Large Protein Complex 
Q9UBF2,Large Protein Complex 
P61201,Large Protein Complex 
P61201,Large Protein Complex 
P61201,Large Protein Complex 
P61201,Large Protein Complex 
P61201,Large Protein Complex 
P61201,Large Protein Complex 
Q9UNS2,Large Protein Complex 
Q9UNS2,Large Protein Complex 
Q9UNS2,Large Protein Complex 
Q9UNS2,Large Protein Complex 
Q9BT78,Large Protein Complex 
Q9BT78,Large Protein Complex 
Q9BT78,Large Protein Complex 
Q9BT78,Large Protein Complex 
Q9BT78,Large Protein Complex 
Q9BT78,Large Protein Complex 
Q92905,Large Protein Complex 
Q92905,Large Protein Complex 
Q92905,Large Protein Complex 
Q92905,Large Protein Complex 
Q92905,Large Protein Complex 
Q92905,Large Protein Complex 
Q7L5N1,Large Protein Complex 
Q7L5N1,Large Protein Complex 
Q7L5N1,Large Protein Complex 
Q9UBW8,Large Protein Complex 
P61923,Large Protein Complex 
P61923,Large Protein Complex 
P61923,Large Protein Complex 
P61923,Large Protein Complex 
P61923,Large Protein Complex 
P61923,Large Protein Complex 
P68400,Large Protein Complex 
P68400,Large Protein Complex 
P68400,Large Protein Complex 
P68400,Large Protein Complex 
P68400,Large Protein Complex 
P68400,Large Protein Complex 
P19784,Large Protein Complex 
P19784,Large Protein Complex 
P19784,Large Protein Complex 
P19784,Large Protein Complex 
P19784,Large Protein Complex 
P19784,Large Protein Complex 
P67870,Large Protein Complex 
P67870,Large Protein Complex 
P67870,Large Protein Complex 
P67870,Large Protein Complex 
P67870,Large Protein Complex 
P67870,Large Protein Complex 
P14868,Large Protein Complex 
P14868,Large Protein Complex 
P14868,Large Protein Complex 
P14868,Large Protein Complex 
P14868,Large Protein Complex 
P14868,Large Protein Complex 
Q14204,Large Protein Complex 
Q14204,Large Protein Complex 
Q14204,Large Protein Complex 
Q14204,Large Protein Complex 
Q14204,Large Protein Complex 
Q14204,Large Protein Complex 
Q13409-3,Large Protein Complex 
Q13409-3,Large Protein Complex 
Q13409-3,Large Protein Complex 
Q13409-3,Large Protein Complex 
Q13409-3,Large Protein Complex 
Q13409-3,Large Protein Complex 
Q9Y6G9,Large Protein Complex 
Q9Y6G9,Large Protein Complex 
Q9Y6G9,Large Protein Complex 
Q9Y6G9,Large Protein Complex 
Q9Y6G9,Large Protein Complex 
Q9Y6G9,Large Protein Complex 
O43237,Large Protein Complex 
O43237,Large Protein Complex 
O43237,Large Protein Complex 
O43237,Large Protein Complex 
O43237,Large Protein Complex 
O43237,Large Protein Complex 
P51808,Large Protein Complex 
P51808,Large Protein Complex 
P51808,Large Protein Complex 
P51808,Large Protein Complex 
P51808,Large Protein Complex 
P68104,Large Protein Complex 
P68104,Large Protein Complex 
P68104,Large Protein Complex 
P68104,Large Protein Complex 
P68104,Large Protein Complex 
P68104,Large Protein Complex 
P24534,Large Protein Complex 
P24534,Large Protein Complex 
P24534,Large Protein Complex 
P24534,Large Protein Complex 
P24534,Large Protein Complex 
P24534,Large Protein Complex 
P29692-2,Large Protein Complex 
P29692-2,Large Protein Complex 
P29692-2,Large Protein Complex 
P29692-2,Large Protein Complex 
P29692-2,Large Protein Complex 
P29692-2,Large Protein Complex 
P26641,Large Protein Complex 
P26641,Large Protein Complex 
P26641,Large Protein Complex 
P26641,Large Protein Complex 
P26641,Large Protein Complex 
P26641,Large Protein Complex 
P13639,Large Protein Complex 
P13639,Large Protein Complex 
P13639,Large Protein Complex 
P13639,Large Protein Complex 
P13639,Large Protein Complex 
P13639,Large Protein Complex 
Q9BY44,Large Protein Complex 
Q9BY44,Large Protein Complex 
Q9BY44,Large Protein Complex 
Q9BY44,Large Protein Complex 
Q9BY44,Large Protein Complex 
Q9BY44,Large Protein Complex 
P19525,Large Protein Complex 
P19525,Large Protein Complex 
P19525,Large Protein Complex 
P19525,Large Protein Complex 
P19525,Large Protein Complex 
P19525,Large Protein Complex 
Q9P2K8,Large Protein Complex 
Q9P2K8,Large Protein Complex 
Q9P2K8,Large Protein Complex 
Q9P2K8,Large Protein Complex 
Q9P2K8,Large Protein Complex 
Q9P2K8,Large Protein Complex 
Q14232,Large Protein Complex 
Q14232,Large Protein Complex 
Q14232,Large Protein Complex 
Q14232,Large Protein Complex 
Q14232,Large Protein Complex 
Q14232,Large Protein Complex 
P49770,Large Protein Complex 
P49770,Large Protein Complex 
P49770,Large Protein Complex 
P49770,Large Protein Complex 
P49770,Large Protein Complex 
P49770,Large Protein Complex 
Q9NR50,Large Protein Complex 
Q9NR50,Large Protein Complex 
Q9NR50,Large Protein Complex 
Q9NR50,Large Protein Complex 
Q9NR50,Large Protein Complex 
Q9NR50,Large Protein Complex 
Q9UI10,Large Protein Complex 
Q9UI10,Large Protein Complex 
Q9UI10,Large Protein Complex 
Q9UI10,Large Protein Complex 
Q9UI10,Large Protein Complex 
Q9UI10,Large Protein Complex 
Q13144,Large Protein Complex 
Q13144,Large Protein Complex 
Q13144,Large Protein Complex 
Q13144,Large Protein Complex 
Q13144,Large Protein Complex 
Q13144,Large Protein Complex 
Q14152,Large Protein Complex 
Q14152,Large Protein Complex 
Q14152,Large Protein Complex 
Q14152,Large Protein Complex 
Q14152,Large Protein Complex 
Q14152,Large Protein Complex 
P55884,Large Protein Complex 
P55884,Large Protein Complex 
P55884,Large Protein Complex 
P55884,Large Protein Complex 
P55884,Large Protein Complex 
P55884,Large Protein Complex 
Q99613,Large Protein Complex 
Q99613,Large Protein Complex 
Q99613,Large Protein Complex 
Q99613,Large Protein Complex 
Q99613,Large Protein Complex 
Q99613,Large Protein Complex 
O15371,Large Protein Complex 
O15371,Large Protein Complex 
O15371,Large Protein Complex 
O15371,Large Protein Complex 
O15371,Large Protein Complex 
O15371,Large Protein Complex 
P60228,Large Protein Complex 
P60228,Large Protein Complex 
P60228,Large Protein Complex 
P60228,Large Protein Complex 
P60228,Large Protein Complex 
P60228,Large Protein Complex 
O00303,Large Protein Complex 
O00303,Large Protein Complex 
O00303,Large Protein Complex 
O00303,Large Protein Complex 
O00303,Large Protein Complex 
O00303,Large Protein Complex 
O75821,Large Protein Complex 
O75821,Large Protein Complex 
O75821,Large Protein Complex 
O75821,Large Protein Complex 
O75821,Large Protein Complex 
O75821,Large Protein Complex 
O15372,Large Protein Complex 
O15372,Large Protein Complex 
O15372,Large Protein Complex 
O15372,Large Protein Complex 
O15372,Large Protein Complex 
O15372,Large Protein Complex 
Q13347,Large Protein Complex 
Q13347,Large Protein Complex 
Q13347,Large Protein Complex 
Q13347,Large Protein Complex 
Q13347,Large Protein Complex 
Q13347,Large Protein Complex 
Q9UBQ5,Large Protein Complex 
Q9UBQ5,Large Protein Complex 
Q9UBQ5,Large Protein Complex 
Q9UBQ5,Large Protein Complex 
Q9UBQ5,Large Protein Complex 
Q9UBQ5,Large Protein Complex 
Q9Y262,Large Protein Complex 
Q9Y262,Large Protein Complex 
Q9Y262,Large Protein Complex 
Q9Y262,Large Protein Complex 
Q9Y262,Large Protein Complex 
Q9Y262,Large Protein Complex 
Q7L2H7,Large Protein Complex 
Q7L2H7,Large Protein Complex 
Q7L2H7,Large Protein Complex 
Q7L2H7,Large Protein Complex 
Q7L2H7,Large Protein Complex 
Q7L2H7,Large Protein Complex 
P60842,Large Protein Complex 
P60842,Large Protein Complex 
P60842,Large Protein Complex 
P60842,Large Protein Complex 
P60842,Large Protein Complex 
P60842,Large Protein Complex 
Q14240,Large Protein Complex 
Q14240,Large Protein Complex 
Q14240,Large Protein Complex 
Q14240,Large Protein Complex 
Q14240,Large Protein Complex 
Q14240,Large Protein Complex 
P38919,Large Protein Complex 
P38919,Large Protein Complex 
P38919,Large Protein Complex 
P38919,Large Protein Complex 
P38919,Large Protein Complex 
P38919,Large Protein Complex 
P23588,Large Protein Complex 
P23588,Large Protein Complex 
P23588,Large Protein Complex 
P23588,Large Protein Complex 
P23588,Large Protein Complex 
P23588,Large Protein Complex 
P06730,Large Protein Complex 
P06730,Large Protein Complex 
P06730,Large Protein Complex 
P06730,Large Protein Complex 
P06730,Large Protein Complex 
P06730,Large Protein Complex 
O60573,Large Protein Complex 
O60573,Large Protein Complex 
O60573,Large Protein Complex 
O60573,Large Protein Complex 
O60573,Large Protein Complex 
O60573,Large Protein Complex 
Q9NRA8,Large Protein Complex 
Q9NRA8,Large Protein Complex 
Q9NRA8,Large Protein Complex 
Q9NRA8,Large Protein Complex 
Q9NRA8,Large Protein Complex 
Q9NRA8,Large Protein Complex 
P78344,Large Protein Complex 
P78344,Large Protein Complex 
P78344,Large Protein Complex 
P78344,Large Protein Complex 
P78344,Large Protein Complex 
P78344,Large Protein Complex 
Q15056,Large Protein Complex 
Q15056,Large Protein Complex 
Q15056,Large Protein Complex 
Q15056,Large Protein Complex 
Q15056,Large Protein Complex 
Q15056,Large Protein Complex 
P07814,Large Protein Complex 
P07814,Large Protein Complex 
P07814,Large Protein Complex 
P07814,Large Protein Complex 
P07814,Large Protein Complex 
P07814,Large Protein Complex 
Q9NV70,Large Protein Complex 
Q9NV70,Large Protein Complex 
Q9NV70,Large Protein Complex 
Q9NV70,Large Protein Complex 
Q9NV70,Large Protein Complex 
Q9NV70,Large Protein Complex 
Q96KP1,Large Protein Complex 
Q96KP1,Large Protein Complex 
Q96KP1,Large Protein Complex 
Q96KP1,Large Protein Complex 
Q96KP1,Large Protein Complex 
Q96KP1,Large Protein Complex 
O60645,Large Protein Complex 
O60645,Large Protein Complex 
O60645,Large Protein Complex 
O60645,Large Protein Complex 
O60645,Large Protein Complex 
O60645,Large Protein Complex 
Q96A65,Large Protein Complex 
Q96A65,Large Protein Complex 
Q96A65,Large Protein Complex 
Q96A65,Large Protein Complex 
Q96A65,Large Protein Complex 
Q96A65,Large Protein Complex 
O00471,Large Protein Complex 
O00471,Large Protein Complex 
O00471,Large Protein Complex 
O00471,Large Protein Complex 
O00471,Large Protein Complex 
Q8TAG9,Large Protein Complex 
Q8TAG9,Large Protein Complex 
Q8TAG9,Large Protein Complex 
Q9Y2D4,Large Protein Complex 
Q9Y2D4,Large Protein Complex 
Q8IYI6,Large Protein Complex 
Q8IYI6,Large Protein Complex 
Q8IYI6,Large Protein Complex 
Q8IYI6,Large Protein Complex 
Q8IYI6,Large Protein Complex 
Q8IYI6,Large Protein Complex 
Q01780,Large Protein Complex 
Q01780,Large Protein Complex 
Q01780,Large Protein Complex 
Q01780,Large Protein Complex 
Q01780,Large Protein Complex 
Q13868,Large Protein Complex 
Q13868,Large Protein Complex 
Q13868,Large Protein Complex 
Q13868,Large Protein Complex 
Q13868,Large Protein Complex 
Q9NPD3,Large Protein Complex 
Q9NPD3,Large Protein Complex 
Q9NPD3,Large Protein Complex 
Q9NPD3,Large Protein Complex 
Q9NQT4,Large Protein Complex 
Q5RKV6,Large Protein Complex 
Q06265,Large Protein Complex 
P13807,Large Protein Complex 
P13807,Large Protein Complex 
P13807,Large Protein Complex 
P13807,Large Protein Complex 
P13807,Large Protein Complex 
P13807,Large Protein Complex 
P16401,Large Protein Complex 
P16401,Large Protein Complex 
P16401,Large Protein Complex 
P16401,Large Protein Complex 
P16401,Large Protein Complex 
P16401,Large Protein Complex 
P16403,Large Protein Complex 
P16403,Large Protein Complex 
P16403,Large Protein Complex 
P16403,Large Protein Complex 
P16403,Large Protein Complex 
P16403,Large Protein Complex 
P10412,Large Protein Complex 
P10412,Large Protein Complex 
P10412,Large Protein Complex 
P10412,Large Protein Complex 
P10412,Large Protein Complex 
P10412,Large Protein Complex 
P62805,Large Protein Complex 
P62805,Large Protein Complex 
P62805,Large Protein Complex 
P62805,Large Protein Complex 
P62805,Large Protein Complex 
P62805,Large Protein Complex 
Q6FI13,Large Protein Complex 
Q6FI13,Large Protein Complex 
Q6FI13,Large Protein Complex 
Q6FI13,Large Protein Complex 
Q6FI13,Large Protein Complex 
Q6FI13,Large Protein Complex 
Q13151,Large Protein Complex 
Q13151,Large Protein Complex 
Q13151,Large Protein Complex 
Q13151,Large Protein Complex 
Q13151,Large Protein Complex 
Q13151,Large Protein Complex 
P09651,Large Protein Complex 
P09651,Large Protein Complex 
